,Datetime,Text
435,2021-05-18 18:12:01+00:00,"So what Happens after this. So Far. 1. Add to the Numerous Recounts. So Far. 2. Trump has hasn't been Inaugurated. 3. Q is Ron Watkins. WTF 😱.4 March came and went.  Trump wasn't the Real President.  All part of #TheBigLie

https://t.co/wSi1JCvkoU"
436,2021-05-18 18:10:23+00:00,"Trump is losing control of the far right.

https://t.co/MgOvlqpEBk"
437,2021-05-18 18:10:08+00:00,"I can always tell when something is going on with right wing extremists on Twitter, because my follower count on Scenes of the Bluegrass starts to drop for no good reason. Apparently Parler is back online, so the Trump cult is leaving Twitter again. Buh-bye."
438,2021-05-18 18:09:01+00:00,@nytimes He wants to let Trump off easy! No brainer.
439,2021-05-18 18:08:39+00:00,I’ve had the Q Anon shaman and Trump as my background on my phone for quite some time. Ppl always assume I’m a trump or Q guy. Nahhhh it’s because of shit like this 🤣🤣 https://t.co/sMpaJnXwRZ
440,2021-05-18 18:08:09+00:00,"@Nidia87450734 @MacFarlaneNews @MSNBC @FBI Agreed. But that’s how they’ll play it. 

Any thing harmful is always a joke, anything stupid is always a joke, any hints at violence or racism or sexism is always a joke. 

It’s the new Southern/Trump Strategy."
441,2021-05-18 18:07:46+00:00,"The TRUMP CRIME SYNDICATE needs to be TAKEN DOWN
including it’s INTERNATIONAL TIES to the 
RUSSIAN MOB🌎 https://t.co/7F3fe9IVqE"
442,2021-05-18 18:07:03+00:00,@BeschlossDC @GrettaJo1 Trump told him to refuse cooperation. Just as McConnell does.
443,2021-05-18 18:06:59+00:00,"@tedlieu @RobertaD7777 @GOPLeader He’s protecting Trump, fellow colleagues and probably himself"
444,2021-05-18 18:06:46+00:00,@realTuckFrumper Sorry but I offer no pity for people who followed Trump into the abyss
445,2021-05-18 18:06:25+00:00,"Jimmy Carter was better for the US Economy than Ronald Reagan.  

Don't take MY word for it - both Donald tRump &amp; Rand Paul said so.

(Yes, I do see the paradox there)
#TrickleDownFailed 
#IranContra
#January6th
Carter &gt;Reagan.
Biden &gt;tRump. https://t.co/3xyUJUudvn"
446,2021-05-18 18:06:21+00:00,"@realTuckFrumper Remember?..
 Rudy said,""I'm innocent  and anyway I have a lot of stuff (on Trump) I can use!""
Fun to watch 2 rats in the political cage of public exposure!"
447,2021-05-18 18:06:10+00:00,@thomaskaine5 Why is this corrupt republican enjoying so much power? He's doing trump's bidding &amp; yet who's gunna stop him? He MUST BE STOPPED bc he's like having another trump in power. We can't allow him to spoil everything good &amp; LEGAL.
448,2021-05-18 18:05:49+00:00,The only fraud and irregularities were because of the republicans and trump. https://t.co/Yzr1hzrIt6
449,2021-05-18 18:04:42+00:00,@Bluestone_Aaron @RealCandaceO @parler_app He’s lucky he didn’t pay the same price as Herman Cain. For disregarding the warnings.  I trust science I don’t trust Trump. I seems Candace and others don’t like anything that’s able to prove Trump wrong.
450,2021-05-18 18:04:40+00:00,"@TimHannan Eh I used to say that about Reagan, then W came along, then Trump came along - Republicans can always do worse"
451,2021-05-18 18:04:13+00:00,Trump is already running it. These cowards won’t do anything without trumps approval. https://t.co/CYxynYjSsA
452,2021-05-18 18:04:05+00:00,@sophiesmother95 @McConnellPress @CJSomerset This war has been simmering for a very long time. Trump and Jared helped light the match. Bibi sees an opportunity to annex more land. The situation is disgusting and America is complicit in enabling the violence for a very long time.
453,2021-05-18 18:03:16+00:00,"I just saw a FAMILY of deer. Deer trumps snake any day!

This country life..."
454,2021-05-18 18:02:30+00:00,Thank you President Trump! https://t.co/0ZcjXASZtY
455,2021-05-18 18:01:58+00:00,@Acosta Trump’s piss-pot carrier always faithful
456,2021-05-18 18:01:43+00:00,@g_berish @RepMTG Mother Trump. https://t.co/7i9lH9gFyo
457,2021-05-18 18:00:51+00:00,@awelab1956 @POTUS This would not have happened if the corrupt teaparty of trump was never elected Covid would have been handled better Many things would have been a lot better Hillary won Putin hackers changed the Electroll I was dumbfounded when I seen  numbers change after the Election she hadit
458,2021-05-18 18:00:30+00:00,"@Pattihatestrump Me too. I just don’t get excited about the possibility of any of trumps enablers to get any consequences for their treasonous acts. Too much disappointment. If it happens Yay, if not, bye bye our country as we know it. I vote, I send $, I make phone calls. I’m discouraged."
459,2021-05-18 17:59:33+00:00,"Democrats insistence on wearing masks outside is evidence that if Trump had told everyone to wear a mask Democrats wouldn’t have. For them the mask is a virtue signal against their political enemies. 

h/t @thefactualprep https://t.co/0sbZCMnGCx"
460,2021-05-18 17:59:30+00:00,@IPittyTheFool77 @glennkirschner2 What about Trump?
461,2021-05-18 17:58:12+00:00,@JamesTag5 @AugeForTrump You are you talking about the outfit. I’m guessing she has shown it to the New York City DA. If she is lying then all the more reason for why Trump to submit to a DNA request so he can have an I told you so moment of gloating.
462,2021-05-18 17:56:15+00:00,@WalshFreedom I think Republicans DO know what happened on 6 Jan; they’re just afraid of the consequences of having to admit they’ve been lying all along.  McCarthy is likely scared shitless that he’ll end up having to testify under oath about Trump’s involvement. #ChickenGOP
463,2021-05-18 17:56:15+00:00,"@SecBlinken I am just wondering, back in 2003, if Rogov told Rick Burt to look outside, see thousands of people on the streets in DC. Bush, as Obama and Trump also have been thinking people come to see them. They come to see me. Biden too gets small crowds, Joe knows that. ☺️"
464,2021-05-18 17:55:27+00:00,"Inflation is temporary, we had high unemployment all of last year under Trump but people are going back to work, and the gas thing has already started to go back to normal.  I think Biden’s doing a great job! https://t.co/QfwcOkBocP"
465,2021-05-18 17:55:08+00:00,@nativeindians @WomenintheWorld @MuslimAmerican4 @CubanAmerica @mexicanamerica6 @russianamerica @LatinAmerican @HomelessLink @JimmyCarter @HungryAmericans @JewishAmericans @SenSchumer @SpeakerPelosi @KamalaHarris @BarackObama @BillClinton @BillGates @elonmusk @Trump @GeorgeWBush
466,2021-05-18 17:54:54+00:00,"Pathetic #mypillowguy #MikeLindell uses his advertising to buy his product not because of products quality but his companys $$$ woes due to cancel culture for his support of @POTUS45
Who I'm a fan of Lindell gambled, he lost. Radio has to do better job than feeling sorry for him"
467,2021-05-18 17:54:09+00:00,"@thehill @marcorubio Marco, you are beginning to sound so desperate looking for topics. Talking about cancel culture, it means you are against the cancel of Liz Cheney? Or you support the infrastructure bill?  What’s it Marco? Remember you owe your life to Trump."
468,2021-05-18 17:53:59+00:00,"@daman_maurice @FoxNews @KingJames That's who Trump,  would blame."
469,2021-05-18 17:53:47+00:00,"Correction, Trump fumbled the pandemic. https://t.co/MrkXFGwhch"
470,2021-05-18 17:51:10+00:00,#StandWithIsrael This crap didn’t happen under Pres Trump! Illegitimate @POTUS &amp; @JohnKerry are rooting for #Hamas #Iran’s Proxy. @SenSchumer  @JerryNadler sell out @Israel &amp; 🇺🇸 Jews to the #DemAntisemites Socialist @DNC  #StandUp🇺🇸!  @DennisPrager @ADL https://t.co/UyBzfeeDYV
471,2021-05-18 17:50:28+00:00,"@archangelcrew I don't understand it either. Kevin McCarthy is the kind of leader that Trump was. In his mind it didn't happen, because if he goes against what is true, McCarthy will become the enemy if the GOP. So in his mind, it was all a hoax, a show, a concert of tourists that day 1/6/2021!"
472,2021-05-18 17:49:12+00:00,Democratic Senator Blames Trump For Israel-Hamas Conflict https://t.co/1n1yXpWAcl via @YouTube
473,2021-05-18 17:49:03+00:00,Column: Trump-fueled election lies must be ground to dust. It will take everyone’s voice to do it. https://t.co/SEmeffjb7X
474,2021-05-18 17:48:58+00:00,"@ladymslady @JustOneVoice68 @fortun_kathleen @ryanlalllier @FoxNews Stromy,  is the end Trump,  is use to. Stormy"
475,2021-05-18 17:48:19+00:00,@val_demings As a Republican I am completely disappointed in my party. Rubio continuously endorsing Trump is exhausting. Please run!
476,2021-05-18 17:44:41+00:00,You have to watch this video: Why I still support Trump in simple words https://t.co/bQvUrVXoqz via @YouTube
477,2021-05-18 17:43:57+00:00,"@pdoocy 
SOME PEOPLE WILL DO ANYTHING FOR ATTENTION

# SNIFF, SNIFF DADDY TRUMP'S BUTT https://t.co/iSLx2OJTzC"
478,2021-05-18 17:43:54+00:00,"Did Trump permit him to talk ???Mike Pence rebukes Joe Biden's tax plan, says China will benefit while US faces economic catastrophe https://t.co/9TZUy6gvf1"
479,2021-05-18 17:42:52+00:00,"@realTuckFrumper So Proud Boy, what have you learned from this experience with Trump?"
480,2021-05-18 17:42:28+00:00,@SenSchumer @PattyMurray That is a lie I was doing better off and probably 80% 90% of the people were doing better off when Trump was in
481,2021-05-18 17:42:23+00:00,@JoyceWhiteVance And this is why we can have nice things.  You’ve chosen to be more concerned with priming the Twitter offense machine to his language  rather than listening to what he actually SAID about trump et al looking for and cultifying the easily connned and manipulated.
482,2021-05-18 17:41:38+00:00,"After watching this insane speaker think that he still has a chance to overturn the election, a thought came to me. If Trump doesn't start facing reality real soon, then he may be committed to a mental institution after his breakdown. Then his family will take over the business. https://t.co/zPurzPrWwG"
483,2021-05-18 17:40:43+00:00,@mcpherson_k @kristin__wilson @JohnJHarwood @RepJohnKatko +McCarthy embarrassed to Acknowledge Trump Mocked him &amp; blew him off when He asked for help while hiding in the Capitol
484,2021-05-18 17:40:09+00:00,@TrishBeMe @Robyn_CherCrew @RestlessNews @agavecorn @PattiKimble @markie_kmarky8 @network_gal @Itridpm @LowlifeTami @le_ladydi410 @DeborahGiacole2 @Cherfan4ever1 @JanForney1 @nadiepetah @CMar49 @316alco @EmeRoseBWA @Swags_D17 @wildwillow65 @GayMcMillen @Berlidge @suspersists @geegeebythesea @SarahGould_SA @ShercoSherrill @pdh0822 @Mooncatadams @Nic6454 @TheOldOlaf @patkiddlehopper @doris03763159 @Janwithay @mePaulaThompson @azrielshields @dem_rat @co_rapunzel4 @SharesTruth @CitizensFedUp @GlennVotesBlue They are also so angry that Trump lost they will do anything against Biden to see him fail. No concern about the betterment of US citizens only obtaining power at all costs. Biden has to work fast
485,2021-05-18 17:39:46+00:00,@scotthughes1234 @NewYorker We don’t care what tRump says.
486,2021-05-18 17:39:42+00:00,Trump &amp; Putin.... two of the most successful thieves &amp; con-artists of this century!!   #TrumpIsGuilty  #TrumpForPrison  #TrumpCoupAttempt  #Putin #RejectGOPFascism
487,2021-05-18 17:38:55+00:00,"@wbc2027 Strong words (not), how about Trump allowing the inserctionists to call for your  death while laughing in the Oval Office on Jan 6?

Sit down Pence, the adults are in charge now"
488,2021-05-18 17:38:54+00:00,@realTuckFrumper Trump and the GOP are singing a different tune! They’re just as confident that they will be successful stealing the next election it ain’t funny!
489,2021-05-18 17:35:23+00:00,@EricBoehlert So does this mean that Trump was right in calling the Washington post fake news?
490,2021-05-18 17:35:09+00:00,@WalshFreedom But there it is and still think Trump is president
491,2021-05-18 17:34:35+00:00,"@billie4short1 You are generous, a trump cult member should be no where near Pres Biden. This is insane"
492,2021-05-18 17:34:10+00:00,"@DeadlineWH @clairecmc @NicolleDWallace Trump publicly stated that he wants to relitigate the Civil War and promote Civil War II.

We should believe him and his right-wing white nationalist/ supremacist followers!"
493,2021-05-18 17:32:50+00:00,@tonyposnanski They are two of the biggest losers ever. Makes sense why they idolize trump.
494,2021-05-18 17:31:17+00:00,Good now get trump https://t.co/VcJ0zeJOxm
495,2021-05-18 17:31:17+00:00,@ggreenwald Trump and Putin's?  You are still online so it is obviously ongoing. Duh.  #honestMessiah
496,2021-05-18 17:31:03+00:00,Jen Psaki insists that the Trump admin didn't do 'anything constructive really to bring' about peace in the Middle East [audio] https://t.co/7sJHb7LV0u
497,2021-05-18 17:31:03+00:00,"@marcorubio And about the Palestinians? There are 2 sides, and your royal emperor Trump made it worse. Biden is working with our allies the way it should be done."
498,2021-05-18 17:30:14+00:00,"@DeseretNews @RepBlakeMoore The GOP is not fracturing. 85% support Trump’s America First agenda. Let Evan McMullin, Cheney and Moore leave if they want to."
499,2021-05-18 17:29:58+00:00,What does Trump have on Kevin McCarthy?
500,2021-05-18 17:29:30+00:00,@up2treble I would not date a Trump supporter
501,2021-05-18 17:29:08+00:00,@MrRJNKNS Tell them they wouldn't have a chance with Trump but give Biden some time. I truly believe he will erase student debt in the near future. Have FAITH!
502,2021-05-18 17:28:37+00:00,"Is Graham talking from both sides of his Face ???
Lindsey Graham ready to move on from Trump's election fraud claims: ""I accept the results"" https://t.co/1s7iwm9V52"
503,2021-05-18 17:27:40+00:00,"✔THEY JUST CAN'T SEEM TO LET GO.🤔
If ur relationship fails its because two people failed to make it work. In 🇺🇸 we have laws. If your culture does things different in your country then return there. Don't expect your traditions to trump our laws. Women have rights here.
#Fixit https://t.co/5bRm4EcJKN"
504,2021-05-18 17:27:23+00:00,"Democrats &amp; MSM used virus to destroy our President Trump, even if it meant destroying America to do it! https://t.co/VHrwu0wOxJ"
505,2021-05-18 17:26:51+00:00,"@icecube You signed with the Trump Administration, we ain’t forgot."
506,2021-05-18 17:26:45+00:00,McCarthy you are the head Feckless Coward of your party of Feckless Cowards. You just don’t want to have to testify about the insane phone call with trump on 1/6. #January6thInsurrection #GQPDomesticTerrorists https://t.co/ZjVdPV6eNU
507,2021-05-18 17:26:32+00:00,"@mattshuham So, the Trump Derangement Syndrome at work. He does have that effect. 🤣"
508,2021-05-18 17:25:17+00:00,"Which school did Eric Trump attend that equipped him with the acumen to analyze national issues. They don't want to go away. For someone saddled with running hotels, must have a lot of time appearing on @FoxNews 🤷🏿‍♂️"
509,2021-05-18 17:25:12+00:00,"@10TV And yet , the real question is...# Who Cares # ..Biden was already wealthy, Trump was a Billionaire...There is no law on the book’s requireing candidates to show proof of income.. Trump is a true business man , Biden is a career politician!!!"
510,2021-05-18 17:24:20+00:00,"@RyanAFournier Nope! Again Ryan, Trump didnt know how to be a “American President” and do the job as a real leader should! He’s out and Biden is trying to make America right....again!"
511,2021-05-18 17:23:53+00:00,"@GMB @amber_athey @spectator @Daily_Express @DailyMailUK @Telegraph Amber Athey is a nobody in the USA. She is a rightwing Trump loving Idiot. The Media in the USA love H &amp; M. It is only the right wing, White Supremacy crowd that doesn't. They account for 17% of the American ppl."
512,2021-05-18 17:23:52+00:00,"I'm so sick of the people coming out and shaming others for voting for Biden. Tell me, should we not have voted? Should we have voted for Trump? Should we have written in Bernie's name and split the vote ensuring Trump's winning? Like please tell me https://t.co/lahAX2PF81"
513,2021-05-18 17:23:39+00:00,I also thought Mnuchin was a great Treasury sec and also Trump's best cabinet pick so strange parallel there but also im an econ nerd
514,2021-05-18 17:22:38+00:00,Rio Grande levee repairs not a resumption of Trump border wall https://t.co/fIErJUNKrx
515,2021-05-18 17:22:23+00:00,"I have a question for the world 🌎because their watching. Trump continues to scream Voter fraud in certain states, like Georgia. News have only caught Republicans cheating by casting dead people and one who is missing. It has proven that Dems are voting legally and Reps illegal."
516,2021-05-18 17:21:53+00:00,@tessasmarty @SARA2001NOOR @TeddiThompsonS1 @Malcolmdonaghy @Gemini21BLM @GrandMasterE1 @Rubicon1313 @katibug817 @Sunflwrgirl2 @erin_hartigan4 @Speaker_5_Tones @draknok666 @KingRezizt @Canada1Proud @Heart_The_Jesus @ava_unity Liz keep up the good work other republicans are blinded by the devil trump
517,2021-05-18 17:21:45+00:00,Having lived in MIAMI for 10 years I don’t I know one Cuban American dude who would let ANYONE dis his wife like Trump dissed Cruz wife.
518,2021-05-18 17:21:14+00:00,God Bless Pres Trump! He is the @GOP https://t.co/XBSf2xNOcV
519,2021-05-18 17:20:50+00:00,"@GOPLeader you’re such a tool: week after riot you said:
""The President bears responsibility for Wednesday's attack on Congress by mob rioters. He should have immediately denounced the mob when he saw what was unfolding. These facts require immediate action of Trump."" #McCarthy"
520,2021-05-18 17:20:22+00:00,@IRCards3 @B52Malmet @RepSwalwell @keith_pochick @GOPLeader do it again. That's a problem so is being ran by Trump their all scared of him and that's a problem they are willing to just give this country away because they're all cowards.They showed the world it only takes fear to have another go at turning this country into anti democracy
521,2021-05-18 17:20:20+00:00,@LucieLG3 @ntsbfh @PhillDKline Lolololol You’re the reason tRump loves stupid people 🤣🤣🤣
522,2021-05-18 17:19:54+00:00,Trump probably loves this comment. https://t.co/Q6RnFwNhMf
523,2021-05-18 17:19:50+00:00,"Trending today...Rudy and Andrew Giuliani, Brett Kavanaugh, Eric Trump. It's a Who's Who list of men I'd chose to be single forever instead of be seen with in public ."
524,2021-05-18 17:19:12+00:00,"Kevin McCarthy - what a tool: week after riot he said:
""The President bears responsibility for Wednesday's attack on Congress by mob rioters. He should have immediately denounced the mob when he saw what was unfolding. These facts require immediate action of Trump."" #McCarthy"
525,2021-05-18 17:19:01+00:00,I remember when one Floridaman 3%er MAGA Q who never leaves his podunk town except to attempt a coup at our Capitol said Trump was going to win NY &amp; then Biden won by an even bigger margin than Hillary &amp; flipped red counties so I can’t wait for their Andrew Giuliani hot takes 🤡
526,2021-05-18 17:18:55+00:00,"@NewDay @Franklin_Graham We Evangelical Republicans helped fire Trump, display LOVE  as we SERVE instead of the insecurity, insensitivity, and self righteous faux patriotism and faith of TRUMPISM CHRISTIAN NATIONALISM: we R united with R Democratic Christian friends 2support the Biden Administration 🇺🇸✝️"
527,2021-05-18 17:18:51+00:00,"@WalshFreedom They do know its as McConnell said in his impeachment ""defense"".  Trump brought his Trumpists and sacked the Capitol in an effort to keep Senile Joe from being confirmed."
528,2021-05-18 17:17:43+00:00,"I received my 2nd shot in early February and I'm still wearing a mask. I live in a flaming red, tRump lovin' county in Florida and I don't trust my neighbors. https://t.co/4ilVq1b7A8"
529,2021-05-18 17:17:35+00:00,Just posted a photo @ Trump National Doral Miami https://t.co/SM7VO0rtLR
530,2021-05-18 17:15:55+00:00,@GMB @amber_athey @spectator Amber Athey is a Bigoted &amp; Ignorant Trump Supporting Idiot. Harry &amp; Meghan are beloved in the USA. They are much more representative of views in the USA than Amber Athey who most Americans don't know or want to know.
531,2021-05-18 17:15:40+00:00,Y’all really think we voted against Trump over his tweets? YALL ARE STILL THE PROBLEM
532,2021-05-18 17:15:10+00:00,"BCC reports Biden rescinded President Trump’s proclamation - which singled out ""rioters, arsonists and left-wing extremists"" to stop vandalizing statues! An extremely popular talking point for the Republican president at his rallies."
533,2021-05-18 17:14:48+00:00,Not mad at this at all lol. What I am a lil salty about is the amount of taxes I owe for 2020 and will owe for 2021 and beyond. I need Trump to run again and finesse them tax cuts ASAP https://t.co/uvUHEM1oeR
534,2021-05-18 17:14:46+00:00,"Trying hard to keep my composure on this one. @Caitlyn_Jenner (and Donald Trump Jr.) has A LOT of nerve. I’m not going to feed into this one though, cause it’s not going to be cute. https://t.co/QPTifDnPLt"
535,2021-05-18 17:14:43+00:00,@thehill Wow!  I hope Lady Lindsay is ready to get dumped by Trump!
536,2021-05-18 17:13:41+00:00,"@IRCards3 @B52Malmet @RepSwalwell @keith_pochick @GOPLeader One lost a eye and 1 lost  fingers.others beaten badly McCarthy &amp; his gang of thugs considering makes me sick they even have a vote.They'll be a possible 10 GOPS that will vote yes. The ones that voted to impeach Trump.This will happen, people are demanding it. They would all"
537,2021-05-18 17:13:38+00:00,@HartwichLaw I think there is a video of them and trump Sr watching it unfold on tv and laughing at least it was the wife of one of trumps sons it made me sick to see there attitude as of it were funny.
538,2021-05-18 17:13:29+00:00,Trump won in a LANDSLIDE!!!! https://t.co/hIC2Ki3rpC
539,2021-05-18 17:12:46+00:00,Never forget guys    Trump endorsed masks.  (Maybe that will get the left to take off their masks).
540,2021-05-18 17:10:47+00:00,@SaraJessicaSnar Trump made so many enemies I could have won https://t.co/uihKVekTDV
541,2021-05-18 17:09:13+00:00,Can we all agree that this nightmarishly crappy administration has gone far enough and it's time to reinstate President Trump?!?!?!
542,2021-05-18 17:09:02+00:00,"Raise your hand if you’re on the autism spectrum and didn’t fall victim to Trump’s propaganda and try to storm the capital.
This is violent eugenics language towards people on the spectrum. 
Also of course he would use a now defunct term for an ASD that was coined by a Nazi https://t.co/87v9rpLzAO"
543,2021-05-18 17:08:02+00:00,"@Gekko_Pap @DrPaperwasp @brahmresnik So what. And just think Trump and Russia,  beat America,  without war. They took down America , without firing 1 shot. All that money on military is a waste if someone is willing to follow a dictator like Trump.  Now we do what Russia wants? What a waste of money."
544,2021-05-18 17:06:49+00:00,To re-unite babies stripped from their mother's bosom during the Trump administration? https://t.co/hiGUgkdIar
545,2021-05-18 17:05:52+00:00,"@RexChapman Atty.Watkins swears a lot! He says many of the Insurrectionists were ""half-wits."" Many of the Insurrectionists were the Military,blue-collar, retirees, Software Techs, &amp; Lawyers. Lots of people, duped by Trump propaganda, regardless of background/profession, were brainwashed."
546,2021-05-18 17:05:33+00:00,Um no we’re talking about the 53% who voted for Trump https://t.co/b6ADqwfI2E
547,2021-05-18 17:05:05+00:00,@JeffFlake @maricopacounty I 110% Agree As a Republican we must Stand for the Truth as not only you and @Liz_Cheney and John McCain would do and we Must NOT Back Trumps Big Lie and Disinformation campaign by illegally Auditing by Lies and We must Stop the @AZGOP From Overturning a fair And legal  Election
548,2021-05-18 17:03:39+00:00,"@marcorubio And what about the innocent people of Palestine? They're not all Hamas .So,I guess this means Jared and Trump lied?"
549,2021-05-18 17:01:43+00:00,Donald Fatboy Trump Summer Fun! https://t.co/bzOpBQVlN1
550,2021-05-18 17:01:12+00:00,"The GOP BETRAYED PRESIDENT TRUMP &amp; AMERICA 
@GOPChairwoman 
@GOPLeader 
@Sassychickie 
@ICanPlainlySee 
@judytgolf 
@gregkellyusa 
@frfldres12 
@shaunjean 
@JanielovesDJT 
@DonaldJTrumpJr 
@KymC1019 
@qfd_bruce 
@MarilynLavala 
@WhimsicalMeToo 
@teagiver7 
@tannermaze6 
@DLoesch https://t.co/sI1GCQFzbb https://t.co/gy9s0M4e4y"
551,2021-05-18 16:59:21+00:00,2019 I won a a set of 5 bobble heads 4 of Donald Trump &amp; 1 was of an American eagle. Liberals said I wasted my money because DJT was a terrible President.Value has actually gone up because of the election circumstances &amp; the Beijing Biden failure. Not sellin’. DJT will ret.🇺🇸🏳️‍🌈🇮🇱
552,2021-05-18 16:57:49+00:00,@JenM5157 @LongAsUCan2 @arapaho415 @JillianOhana @jvals11 @bywillpollock @sprzyslp @myrubypearl @SBMcCallister @jan_forney @SpiralCow @platoinCT @escapedacult @stonesister7 @SandraBHaynes45 @janicefrye0846 @dcpetterson @WendyBugliari @traci_warhurst @bigrigsusa @MoistureVapor8r @YDanasmithdutra @Tentoads4truth @kelly2277 @carrybeyond @ShelRaisingHell @MamurphyMaureen @AShoutOutfromMN @MichaelJGolub @lizwonders1 @ellyn_gesell @loonyberg @EVE_Virt @braintreebrat @deblume @Fred12780 @JesusNarrowWay @purrmonsta @TwentyTwentyUSA @MsDuhMeanor @karatdawn @BobA1959 @Schenck @SilverbearHeart @Spoonamore @lovetogive2 @ConstantRebel55 @ninaandtito @abeaube Thanks Jen. Am familiar with this business. In fact Sundiamond is the lead in the world as a manufacturer. Trump Org can only work with criminals.
553,2021-05-18 16:57:49+00:00,#MAGA TRUMP WON! https://t.co/H8is2ZrYio
554,2021-05-18 16:57:44+00:00,I have a terrible feeling something really awful is about to happen.  Trump needs to be arrested real soon.  He has and continues to have way too much power.  The last time I had an eerie feeling ....An attempted coup happened!
555,2021-05-18 16:57:25+00:00,Clearly it isn’t behind Trump. https://t.co/CfPEdevaSW
556,2021-05-18 16:57:03+00:00,"@BLACK_n_gin_ear @TFmUdCrAb @BlakeDontCrack @ZOE_SEQ Your choice of job won't matter to Palestinians either, but it's still consequential to you. It's right to trash Biden for supporting Israel here, but it's wrong to suggest that that means Biden is the same as Trump. Hundreds of thousands more Americans would be dead under Trump."
557,2021-05-18 16:57:02+00:00,"@SpeakerPelosi @SenSchumer @TheJusticeDept AG Merrick Garland must appoint a Special Counsel. The Repubs would only muck up a supposedly bipartisan commission. Trump is still pulling the #RepublicanPuppets' strings. The are, apparently, in deep &amp; a commission would be useless."
558,2021-05-18 16:56:27+00:00,"I want an investigation into 1/6 riot at the Capitol. Majority were white, wearing red Trump hats and beat up &amp; killed Police officers. The were #ProudBoys, KKK, &amp; other white supremacists. Many of whom are personally known to #MarjorieTraitorGreene.
#Seditionists https://t.co/Bwp7LWC75V"
559,2021-05-18 16:56:22+00:00,"NOT AS MUCH AS ACCUSING
PRESIDENT TRUMP 🦅 OF HAVING ONE SINGLE DAMN THING TO DO WITH THE IDIOTS RIOT AT THE CAPITOL. https://t.co/ZkKThYEP2B"
560,2021-05-18 16:56:18+00:00,"@MichaelCohen212 Regardless Trump's aura with transfixed Republican minions, he must fall like the front pin in bowling, taking out all behind them WITH A ""STRIKE"". :I dislike the idea of taking #45 out.  He deserves to suffer from fear and uncertainty 24/7/365 for the rest of his days, IMO."
561,2021-05-18 16:54:55+00:00,"@trish_zornio @DrScottHadland @BriannaForCO @WritersRange God’s Grace is in Americans: HE ain’t mocked here, there, or ANYWHERE y’all. NEVER underestimate Americans’ wisdom and unity or commitment 2care for one another and our democracy: you’ll be fired, outnumbered, or marginalized.. kinda like Trump and TRUMPISM CHRISTIAN NATIONALISM"
562,2021-05-18 16:53:21+00:00,@CheeseSpiff TRUMP may have gotten a few of my write in votes as well
563,2021-05-18 16:53:05+00:00,He's taking too much God damn Kool-Aid! Trump's medication! A God damn fool! No goddamn excuse for him! 🤮🤩😤👹🤑🤑🤔 https://t.co/74jiC3oT7H https://t.co/EBKYbB2Zeb
564,2021-05-18 16:52:46+00:00,He’s a trump puppet who’s on shaky ground with all of his flip flopping! https://t.co/TjMNUijjUV
565,2021-05-18 16:52:34+00:00,"The media is trying to blend in anti-Asian hate crimes into “mental health problems in USA”. By Not describing any basic background info of the attacker, all these reports sound random + pointless as Trump’s daily rant tweets, it helps nothing to Asian community but adding fears. https://t.co/YZkTDCiqyb"
566,2021-05-18 16:52:30+00:00,"@LisaMarieBoothe Do you think Trump would've taken it seriously the day he was told about how serious coronavirus is? IDK if it would have made any difference.  People in DC, left and right, underestimated the seriousness of it."
567,2021-05-18 16:51:21+00:00,The Romanian connection is always fun. Giuliani lobbied on behalf of former PM and currently jailed king of corruption Dragnea in 2018. Dragnea is facing new trial over bribes to secure Trump inauguration attendance through Broidy in 2016. Does the fun ever stop with these guys? https://t.co/AWkNae18nO
568,2021-05-18 16:50:47+00:00,@ninaandtito @awelab1956 @adamdavidson Alan Garten met with Erik Prince in the Seychelles in 2016? A Risk Assessment means financials were exchanged and backgrounds vetted. Greenblatt may have received a letter. Trump Org takes a $50m up front fee. The ice princess took a $1m fee from the IRG.
569,2021-05-18 16:49:43+00:00,"@GregAbbott_TX Thanks to President Trump and you, our great Governor who has done so much for our state! Thank you, sir! You're awesome!"
570,2021-05-18 16:49:37+00:00,"Bull!! Republicans support home grown insurrectionists like trump, Gaetz, Hawley, Cruz, Green and McCarthy!’ https://t.co/QHsGOBXqPD"
571,2021-05-18 16:48:53+00:00,"Of course he won and the Deep State cheated. #donaldtrump  #democrats #republicans #antifa #blacklivesmatter #trumpismypresident #trump #melaniatrump @ Saint Paul, Minnesota https://t.co/nI25UstVxl"
572,2021-05-18 16:47:55+00:00,@DineshDSouza Trump lost
573,2021-05-18 16:47:14+00:00,"The Daily Beast: Trump DOJ Tried to Unmask User Behind Devin Nunes Parody Twitter Account.
https://t.co/5Zugf9JgVC

via @GoogleNews"
574,2021-05-18 16:46:47+00:00,@AZGOP @kelliwardaz Trump lost
575,2021-05-18 16:46:32+00:00,"I stand with @NunesAlt and @DevinCow and all other critics of political figures. What Devin Nunes and the Trump administration did to try and silence you is dangerous and counter to the First Amendment. 

https://t.co/7KUuORzFUc"
576,2021-05-18 16:46:11+00:00,@AnaCabrera @maggieNYT Yeah n Trump can bring all his evidence and show the world the election fraud he claims or show the world the fraud he is. @GOP @GOPLeader
577,2021-05-18 16:46:11+00:00,@PhillDKline Trump lost
